EmpID,Name,Gender,Date_of_Birth,Age,Join_Date,Tenure_in_org_in_months,GROSS,Net_Pay,Deduction,Deduction_percentage,Designation,Department,Education Level,Job Title,Years of Experience,Salary
16489.0,'Sybil Townsend',F,31/01/1991,29.0,25/07/2016,47.0,114272.0,94358.0,19914.0,17.43,'Solutions Architect..','Service Delivery Americas Media',,,,
17406.0,'Houston Padilla',M,10/2/90,30.0,27/02/2017,40.0,153353.0,96090.0,57263.0,37.34,'Software Development Engineer in Test.Senior.','Media Services Engineering',,,,
16289.0,'Cheri Miranda',F,3/5/90,30.0,23/06/2016,48.0,85895.0,68996.0,16899.0,19.67,'Network Implementation Manager..','Networks - APJ Infrastructure',,,,
8784.0,'Lynne Mccann',F,2/5/91,29.0,1/7/13,84.0,146418.0,96723.0,49695.0,33.94,'Network Design Engineer II..','Networks - Productivity',,,,
8134.0,'Delmer Andrews',M,3/11/91,28.0,1/7/13,84.0,188155.0,121407.0,66748.0,35.48,'Software Engineer.Senior.','Media Portal',,,,
17152.0,'Cherie Morrow',F,3/11/91,28.0,9/1/17,42.0,134657.0,86868.0,47789.0,35.49,'Q/A Engineer.Senior.','IT DevOps',,,,
7305.0,'Bonnie Odonnell',F,29/06/1988,32.0,4/2/19,17.0,166565.0,132665.0,33900.0,20.35,'Technical Project Manager II..','APJ PS - SA/IN',,,,
19941.0,'Elise Hubbard',F,30/11/1987,32.0,22/04/2019,14.0,162451.0,99507.0,62944.0,38.75,'Software Development Engineer in Test.Senior Lead.','IT DevOps',,,,
17317.0,'Demetrius Flynn',M,21/04/1991,29.0,9/2/17,41.0,154296.0,94727.0,59569.0,38.61,'Security Operations Center Specialist..','APJ Security Services - SOCC',,,,
19506.0,'Sadie Wise',F,25/02/1990,30.0,13/11/2017,32.0,205381.0,135595.0,69786.0,33.98,'Software Engineer.Senior.','Corporate Systems',,,,
20167.0,'Sammie Sullivan',M,20/06/1984,36.0,7/5/18,26.0,353531.0,196518.0,157013.0,44.41,Manager..Engineering,'LUNA/OPEN Engineering',,,,
11840.0,'Tisha Mckenzie',F,16/02/1987,33.0,12/1/15,66.0,187671.0,141854.0,45817.0,24.41,'Relationship Manager..','Media AMER Sales ECG',,,,
9258.0,'Elizabeth Horne',F,8/11/84,35.0,17/10/2013,80.0,111259.0,80753.0,30506.0,27.42,'Business Operations Analyst II..','Service Delivery Excellence',,,,
14722.0,'Elmer Foster',M,25/01/1985,35.0,27/07/2015,59.0,252589.0,189388.0,63201.0,25.02,'Solutions Architect.Senior Lead.','Service Delivery APJ',,,,
16543.0,'Patsy Ferguson',F,29/06/1988,32.0,18/08/2016,46.0,158068.0,110273.0,47795.0,30.24,'Program Manager..Technical','GPO PMO  Business Operations',,,,
14171.0,'Adalberto Hayden',M,31/03/1984,36.0,4/5/15,62.0,150682.0,119264.0,31418.0,20.85,'Business Operations Analyst.Senior.','Global Sales Ops',,,,
22551.0,'Denis Durham',M,8/1/83,37.0,16/09/2019,9.0,114591.0,90503.0,24088.0,21.02,'Network Administrator II..','Enterprise Infrastructure Services',,,,
8787.0,'Ola Foley',F,13/08/1991,28.0,1/7/13,84.0,204752.0,140899.0,63853.0,31.19,'Solutions Architect.Senior.','Service Delivery Americas Web',,,,
20368.0,'Valeria Schultz',F,3/11/87,32.0,2/7/19,12.0,195114.0,127774.0,67340.0,34.51,'Software Engineer.Senior.','Corporate Systems',,,,
15503.0,'Lakisha Kennedy',F,15/11/1990,29.0,23/02/2017,40.0,148654.0,131798.0,16856.0,11.34,'Solutions Architect II..','GSS EPIC Product Evaluation',,,,
7944.0,'Emery Kim',M,25/03/1987,33.0,20/12/2012,90.0,291982.0,142429.0,149553.0,51.22,'Software Engineer.Senior II Lead.','Media Ghost',,,,
4653.0,'Clinton Swanson',M,14/07/1978,42.0,21/01/2009,137.0,149470.0,118242.0,31228.0,20.89,'Client Service Manager.Senior II.','APJ - AMG',,,,
11440.0,'Guy Woods',M,2/8/88,31.0,10/11/14,68.0,167193.0,126012.0,41181.0,24.63,'Q/A Engineer.Senior II.','IT DevOps',,,,
11045.0,'Tameka Alexander',F,4/2/89,31.0,1/9/14,70.0,183775.0,117486.0,66289.0,36.07,'Q/A Engineer.Senior II.','IT DevOps',,,,
4646.0,'Antone Santos',M,9/7/83,37.0,1/7/10,120.0,337517.0,190626.0,146891.0,43.52,'Manager.Senior.Talent Sourcing and Research','Talent Acquisition',,,,
21419.0,'Otha Rhodes',M,10/12/89,30.0,24/01/2019,17.0,155524.0,130436.0,25088.0,16.13,'Technical Project Manager II..','Web Americas - ECG',,,,
18770.0,'Maynard Benjamin',M,19/04/1990,30.0,10/8/17,35.0,108519.0,85922.0,22597.0,20.82,'Technical Solutions Engineer..','AmaTec - EMEA TSE',,,,
18889.0,'Milford Pollard',M,18/05/1988,32.0,28/08/2017,34.0,142747.0,118850.0,23897.0,16.74,'Technical Solutions Engineer II..','AmaTec - APJ TSE',,,,
6701.0,'Warren Huang',M,5/8/86,33.0,23/01/2012,101.0,252353.0,150193.0,102160.0,40.48,'Software Development Engineer in Test.Principal Lead.','Media Analytics',,,,
16049.0,'Dwayne Terrell',M,27/11/1989,30.0,19/05/2016,49.0,147990.0,105074.0,42916.0,29.0,'Network Support Consultant..','Networks - APJ Infrastructure',,,,
19006.0,'Gerard Dominguez',M,20/01/1987,33.0,14/09/2017,34.0,212200.0,145686.0,66514.0,31.34,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA',,,,
7074.0,'Pete Kaiser',M,12/2/86,34.0,14/05/2012,98.0,114995.0,97356.0,17639.0,15.34,'Billing Specialist.Senior Lead.','Finance - Customer Revenue Operations GA',,,,
16456.0,'Alan Leblanc',M,16/05/1981,39.0,18/07/2016,47.0,196790.0,145809.0,50981.0,25.91,'Media Operations Engineer.Senior.','Amatec - BOCC/EMM',,,,
6258.0,'Carl Waters',M,3/1/77,43.0,4/7/11,108.0,176483.0,146858.0,29625.0,16.79,'User Interface Engineer.Senior.','AmaTec - APS',,,,
6358.0,'Lane Armstrong',M,3/12/89,30.0,16/08/2011,106.0,152445.0,96761.0,55684.0,36.53,'Technical Solutions Engineer II..','AmaTec - Americas TSE',,,,
12151.0,'Rob Barajas',M,11/7/79,41.0,16/03/2015,63.0,477168.0,282086.0,195082.0,40.88,'Manager.Senior.Technical Support','AmaTec - Mgmt',,,,
20907.0,'Clint Mccann',M,24/08/1991,28.0,1/10/18,21.0,115436.0,79930.0,35506.0,30.76,'Software Engineer..','LUNA/OPEN Engineering',,,,
7267.0,'Gerry Huber',M,4/6/86,34.0,21/07/2016,47.0,199323.0,154035.0,45288.0,22.72,'Systems Administrator.Senior.UNIX','Enterprise Infrastructure Services',,,,
9941.0,'Mariano Howell',M,10/3/88,32.0,27/02/2014,76.0,113498.0,92624.0,20874.0,18.39,'Contract/Billing Analyst.Senior Lead.','Finance - Customer Revenue Operations GA',,,,
15743.0,'Chuck Kaufman',M,17/08/1989,30.0,4/4/16,51.0,235319.0,156658.0,78661.0,33.43,'System Operations Engineer.Senior II Lead.','Security Engineering',,,,
15570.0,'Joseph Sharp',M,21/07/1988,31.0,4/2/16,53.0,231067.0,186444.0,44623.0,19.31,'Data Scientist.Senior.','Marketing Data Analytics',,,,
17863.0,'Zackary Mora',M,1/2/86,34.0,24/04/2017,38.0,308449.0,173575.0,134874.0,43.73,'Software Development Engineer in Test.Principal.','Media Experience SQA',,,,
8857.0,'Abram Mckenzie',M,13/02/1983,37.0,4/7/13,84.0,112805.0,33439.0,79366.0,70.36,'Commissions Analyst.Senior.','Finance - Commissions  Marketing',,,,
11046.0,'Alphonso Andrews',M,11/10/89,30.0,1/9/14,70.0,154351.0,98569.0,55782.0,36.14,'Technical Project Manager II..','APJ PS - SA/IN',,,,
11835.0,'Lester Becker',M,1/6/84,36.0,12/1/15,66.0,334520.0,208388.0,126132.0,37.71,'Software Development Engineer in Test.Principal Lead.','Media Experience SQA',,,,
19605.0,'Kelley Sherman',M,7/9/88,31.0,7/12/17,31.0,121840.0,101419.0,20421.0,16.76,'Systems Administrator..Windows','Enterprise Infrastructure Services',,,,
7235.0,'Wesley Blackburn',M,6/5/85,35.0,25/06/2012,96.0,160832.0,141744.0,19088.0,11.87,'Order Management Supervisor..','Finance - Customer Revenue Operations GA',,,,
15572.0,'Kenton Freeman',M,3/10/80,39.0,8/2/16,53.0,271006.0,178628.0,92378.0,34.09,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA',,,,
6334.0,'Tristan Davila',M,10/5/82,38.0,1/8/11,107.0,235975.0,156820.0,79155.0,33.54,'Manager..Product Operations','IT Product Management  Ops',,,,
4158.0,'Thelma Underwood',F,19/11/1978,41.0,3/3/08,148.0,254925.0,198128.0,56797.0,22.28,'Manager..Technical Support','AmaTec - Mgmt',,,,
4004.0,'Edison Miranda',M,21/12/1984,35.0,22/10/2007,152.0,114404.0,98666.0,15738.0,13.76,'Business Operations Analyst II..','IT Business Process Improvement  Change Mgmt',,,,
6595.0,'Lou Escobar',M,15/07/1985,35.0,5/12/11,103.0,264486.0,155197.0,109289.0,41.32,'Solutions Architect.Senior II.','Service Delivery Americas Web',,,,
3041.0,'Edmundo Navarro',M,3/1/74,46.0,23/01/2006,173.0,942563.0,167351.0,775212.0,82.25,'Vice President..Platform Delivery','Networks - Planning',,,,
17941.0,'Kermit Richard',M,15/07/1988,32.0,4/5/17,38.0,257788.0,167974.0,89814.0,34.84,'Software Engineer.Senior II.','Developer Productivity',,,,
14681.0,'Jeanne Waters',F,17/05/1993,27.0,20/07/2015,59.0,86779.0,74577.0,12202.0,14.06,'Order Analyst II..','Finance - Customer Revenue Operations GA',,,,
11686.0,'Alfredo Reese',M,8/4/84,36.0,18/12/2014,66.0,100945.0,66953.0,33992.0,33.67,'Billing Specialist.Senior.','Finance - Customer Revenue Operations GA',,,,
14824.0,'Mario Fernandez',M,20/04/1986,34.0,13/08/2015,59.0,203980.0,158462.0,45518.0,22.31,'Program Manager.Senior.Technical','CIO Management',,,,
11122.0,'Sanford Gaines',M,24/02/1986,34.0,11/9/14,70.0,232397.0,138681.0,93716.0,40.33,'Solutions Architect.Senior.','Service Delivery Americas Web',,,,
20889.0,'Andreas Caldwell',M,21/06/1990,30.0,27/09/2018,21.0,175572.0,84228.0,91344.0,52.03,'Software Development Engineer in Test.Senior.','Media Services Engineering',,,,
22399.0,'Rene Melendez',M,22/08/1990,29.0,29/08/2019,10.0,191400.0,122776.0,68624.0,35.85,'Software Engineer.Senior.','Corporate Systems',,,,
20648.0,'Orville Mccoy',M,4/4/84,36.0,6/8/18,23.0,439212.0,234620.0,204592.0,46.58,'Relationship Manager.Senior.','Web Americas Inside Sales East',,,,
19085.0,'Darnell Johnston',M,15/03/1988,32.0,28/09/2017,33.0,241541.0,160218.0,81323.0,33.67,'Software Development Engineer in Test.Senior II.','DPM Engineering',,,,
8277.0,'Luke Meyer',M,24/07/1980,39.0,18/03/2013,87.0,126802.0,81582.0,45220.0,35.66,'Graphic Designer II..','Learning  Development',,,,
8613.0,'Rodolfo Guzman',M,17/05/1983,37.0,23/05/2013,85.0,211808.0,142905.0,68903.0,32.53,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
15384.0,'Rudolf Short',M,6/6/91,29.0,30/11/2015,55.0,132036.0,115515.0,16521.0,12.51,'Software Development Engineer in Test.Senior.','Dynamic Media SQA',,,,
22446.0,'Trinidad Meza',M,15/11/1989,30.0,9/9/19,10.0,191460.0,148037.0,43423.0,22.68,'Security Operations Center Specialist II..','APJ Security Services - SOCC',,,,
8654.0,'Jonathon Moreno',M,20/05/1985,35.0,3/6/13,85.0,228917.0,149520.0,79397.0,34.68,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
17019.0,'Rick Cortez',M,22/07/1987,32.0,8/12/16,43.0,98594.0,86224.0,12370.0,12.55,'Client Service Manager..','Americas- AMG',,,,
4773.0,'Reed Oliver',M,7/6/79,41.0,27/07/2009,131.0,360394.0,258376.0,102018.0,28.31,'Manager.Senior.Q/A Engineering','IT DevOps',,,,
15504.0,'Olin Glover',M,1/6/89,31.0,7/1/16,54.0,158382.0,128599.0,29783.0,18.8,'Software Engineer.Senior.','Enterprise Applications',,,,
6294.0,'Bernie Greene',M,25/09/1989,30.0,11/7/11,108.0,191108.0,130136.0,60972.0,31.9,'Systems Support Engineer.Senior II Lead.','Media Reliability Engineering',,,,
15482.0,'Miles Colon',M,26/04/1985,35.0,28/12/2015,54.0,141472.0,115151.0,26321.0,18.61,'Partner Services Manager.Senior.','Americas- AMG',,,,
6285.0,'Wendell Forbes',M,30/12/1987,32.0,11/7/11,108.0,267228.0,141678.0,125550.0,46.98,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
15715.0,'Casey Mclaughlin',M,30/07/1986,33.0,28/03/2016,51.0,145626.0,116160.0,29466.0,20.23,'Lead..Account Management','Americas- AMG',,,,
21379.0,'Hung Crosby',M,25/04/1983,37.0,10/1/19,18.0,257675.0,197133.0,60542.0,23.5,'Manager..Technical Support','AmaTec - Mgmt',,,,
15649.0,'Darcy Estes',F,9/5/90,30.0,7/3/16,52.0,129166.0,111907.0,17259.0,13.36,'Solutions Architect II..','GSS EPIC Product Evaluation',,,,
7379.0,'Jerrold Kennedy',M,3/9/84,35.0,30/07/2012,95.0,261937.0,181841.0,80096.0,30.58,'Software Engineer.Senior II Lead.','Corporate Systems',,,,
11673.0,'Celina Larsen',F,1/10/88,31.0,9/9/19,10.0,179083.0,148286.0,30797.0,17.2,'Program Manager II..','GSS Global Programs',,,,
7418.0,'Domingo Pruitt',M,26/11/1986,33.0,6/8/12,95.0,211248.0,162654.0,48594.0,23.0,'Manager..Network Infrastructure','Networks - APJ Infrastructure',,,,
3273.0,'Sammie Serrano',M,25/12/1982,37.0,31/07/2006,167.0,499278.0,233017.0,266261.0,53.33,'Manager.Senior.Performance Engineering','Product - Custom',,,,
14299.0,'Elvin Shepard',M,6/7/89,31.0,25/05/2015,61.0,170314.0,125631.0,44683.0,26.24,'Product Operations Analyst.Senior.','Web Strategy',,,,
19915.0,'Corey Hill',M,12/10/87,32.0,26/02/2018,28.0,160981.0,130332.0,30649.0,19.04,'System Operations Engineer.Senior.','Media Experience SQA',,,,
8881.0,'Bessie Summers',F,7/9/78,41.0,7/11/13,80.0,106725.0,90046.0,16679.0,15.63,'Office Manager..','Global Real Estate and Workplace Productivity',,,,
11026.0,'Terrell Rush',M,3/4/88,32.0,25/08/2014,70.0,147997.0,113186.0,34811.0,23.52,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure',,,,
10972.0,'Hugh Frye',M,20/01/1985,35.0,18/08/2014,70.0,136232.0,111731.0,24501.0,17.98,'Marketing Automation Specialist.Senior.','Marketing - Operations',,,,
7268.0,'Sidney Mcclure',M,27/08/1987,32.0,2/7/12,96.0,232980.0,138137.0,94843.0,40.71,'Systems Support Engineer.Senior II Lead.','IT DevOps',,,,
10786.0,'Alejandro Cantrell',M,4/6/84,36.0,17/07/2014,71.0,941642.0,660810.0,280832.0,29.82,'Relationship Manager.Senior.','Web Americas Inside Sales East',,,,
17179.0,'Jackson Arnold',M,3/12/89,30.0,16/01/2017,41.0,192043.0,120422.0,71621.0,37.29,'Software Engineer.Senior.','Media Delivery Product Engineering',,,,
16513.0,'Jerry Frey',F,6/3/86,34.0,1/8/16,47.0,172987.0,137660.0,35327.0,20.42,'Deal Desk Analyst.Senior.','Finance - Customer Revenue Operations SM',,,,
14318.0,'Eva Fletcher',F,14/07/1985,35.0,25/05/2015,61.0,294719.0,184812.0,109907.0,37.29,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
20977.0,'Dino Curry',M,20/10/1989,30.0,15/10/2018,21.0,114114.0,75367.0,38747.0,33.95,'Financial Analyst II..','Web Division Finance',,,,
20349.0,'Eldridge Howard',M,1/4/79,41.0,7/6/18,25.0,476188.0,224576.0,251612.0,52.84,'Software Engineer.Principal.','Enterprise Access Engineering',,,,
7446.0,'Malik Drake',M,8/3/84,36.0,9/8/12,95.0,236271.0,144135.0,92136.0,39.0,Manager..Finance,'Financial Planning and Analysis',,,,
17415.0,'Len Bennett',M,15/10/1976,43.0,2/3/17,40.0,533627.0,247945.0,285682.0,53.54,'Software Engineer.Principal.','Enterprise Access Engineering',,,,
8997.0,'Doyle Lewis',M,7/9/86,33.0,5/8/13,83.0,261735.0,143259.0,118476.0,45.27,'Relationship Manager II..','Media AMER Sales ECG',,,,
11931.0,'Mel Jones',M,24/06/1988,32.0,29/01/2015,65.0,212520.0,138866.0,73654.0,34.66,'Shift Manager..Platform Operations','Platform Operations',,,,
6404.0,'Raul Sellers',M,2/11/82,37.0,5/9/11,106.0,168397.0,138032.0,30365.0,18.03,'Business Systems Analyst.Senior.','GSS EPIC Engineering (HC COGS)',,,,
4421.0,'Jean Pham',M,30/12/1975,44.0,21/07/2008,143.0,443238.0,296946.0,146292.0,33.01,'Director..Technical Support','AmaTec - Mgmt',,,,
6125.0,'Sherman Barton',M,9/8/82,37.0,2/5/11,110.0,185718.0,119699.0,66019.0,35.55,'Manager..Contract Management','Finance - Customer Revenue Operations GA',,,,
4778.0,'Blake Choi',M,7/9/78,41.0,4/5/09,134.0,185000.0,131235.0,53765.0,29.06,'Manager..Booking Operations','Financial Planning and Analysis',,,,
14882.0,'Peter Grimes',M,2/10/87,32.0,1/2/18,29.0,312273.0,198888.0,113385.0,36.31,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC',,,,
5690.0,'Otis Leonard',M,25/09/1987,32.0,23/08/2010,118.0,143604.0,98971.0,44633.0,31.08,'Marketing Program Specialist.Senior.','Web Americas Field Marketing',,,,
5134.0,'Williams Kaiser',M,12/7/80,40.0,25/01/2010,125.0,373194.0,246229.0,126965.0,34.02,'Manager..Technical Support','AmaTec - Mgmt',,,,
5179.0,'Merle Fritz',M,11/10/86,33.0,15/02/2010,125.0,264772.0,154258.0,110514.0,41.74,'Software Engineer.Senior II Lead.','Media Analytics',,,,
15478.0,'Morton Velasquez',M,25/05/1987,33.0,28/12/2015,54.0,112067.0,104317.0,7750.0,6.92,'Infrastructure Delivery Manager..','Networks - EMEA Infrastructure',,,,
22010.0,'Quintin Malone',M,6/5/79,41.0,13/06/2019,13.0,279207.0,183450.0,95757.0,34.3,'Manager.Senior.IT Help Desk Services','Enterprise Infrastructure Services',,,,
17716.0,'Al Hawkins',M,5/4/73,47.0,30/03/2017,39.0,261918.0,163801.0,98117.0,37.46,'Manager..System Operations','Media Reliability Engineering',,,,
7002.0,'Dusty Brooks',M,3/1/81,39.0,19/04/2012,98.0,92174.0,84207.0,7967.0,8.64,'Logistics Specialist.Senior.','Networks - EMEA Infrastructure',,,,
4070.0,'Tanisha Villegas',F,17/12/1977,42.0,27/12/2007,150.0,134700.0,107206.0,27494.0,20.41,'Collections Supervisor..','Finance - Customer Revenue Operations GA',,,,
17751.0,'Teri Eaton',F,25/06/1988,32.0,6/4/17,39.0,268561.0,153442.0,115119.0,42.87,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
17184.0,'Alan Clark',M,6/1/82,38.0,19/01/2017,41.0,271099.0,198345.0,72754.0,26.84,'Manager..Software Development Engineer in Test','Web Performance Engineering',,,,
19843.0,'Rodney Frank',M,22/05/1986,34.0,5/2/18,29.0,180820.0,117902.0,62918.0,34.8,'Business Systems Analyst.Senior.','Corporate Systems',,,,
10919.0,'Dexter Vaughan',M,20/03/1978,42.0,11/8/14,71.0,255455.0,187891.0,67564.0,26.45,'Software Development Engineer in Test.Principal.','Dynamic Media SQA',,,,
14723.0,'Wendell Benson',M,24/05/1978,42.0,27/07/2015,59.0,456840.0,311371.0,145469.0,31.84,Manager.Senior.Engineering,'Enterprise Security',,,,
20427.0,'Solomon Glass',M,10/5/88,32.0,25/06/2018,24.0,264418.0,201795.0,62623.0,23.68,'Site Reliability Engineer.Senior II.','Security Engineering',,,,
7309.0,'Dario Lang',M,22/12/1990,29.0,16/07/2012,95.0,241999.0,148547.0,93452.0,38.62,'Product Support Engineer.Senior.','Media Reliability Engineering',,,,
9829.0,'Sebastian Cobb',M,18/08/1985,34.0,30/01/2014,77.0,153087.0,120870.0,32217.0,21.04,'Business Systems Analyst.Senior.','LUNA/OPEN Engineering',,,,
10125.0,'Travis Sanders',M,13/01/1987,33.0,3/8/15,59.0,122833.0,96669.0,26164.0,21.3,'Software Engineer II..','Corporate Systems',,,,
18696.0,'Erick Jackson',M,3/3/87,33.0,27/07/2017,35.0,183865.0,139469.0,44396.0,24.15,'Technical Account Manager II..','Acquisitions - ECG IAE Pre-Sales',,,,
20148.0,'Darla Munoz',F,17/06/1990,30.0,3/5/18,26.0,87122.0,77333.0,9789.0,11.24,'Order Analyst..','Finance - Customer Revenue Operations GA',,,,
15788.0,'Wendy Moran',F,18/05/1991,29.0,18/04/2016,50.0,131185.0,86820.0,44365.0,33.82,'Solutions Architect II..','Service Delivery APJ',,,,
22429.0,'Nona Spears',F,28/07/1992,27.0,5/9/19,10.0,81817.0,78117.0,3700.0,4.52,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA',,,,
19905.0,'Loren Shea',M,22/07/1988,31.0,22/02/2018,28.0,209583.0,131714.0,77869.0,37.15,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA',,,,
8792.0,'Elwood Wheeler',M,23/01/1992,28.0,1/7/13,84.0,131898.0,116827.0,15071.0,11.43,'Partner Enablement Manager.Senior.','Platform Operations',,,,
8180.0,'Rickey Marquez',M,28/01/1981,39.0,25/02/2013,88.0,208856.0,91469.0,117387.0,56.2,'Deal Desk Analyst.Senior Lead.','Finance - Customer Revenue Operations SM',,,,
16167.0,'Arlen Fox',M,14/06/1985,35.0,9/6/16,49.0,155214.0,100100.0,55114.0,35.51,'Solutions Architect II..','GSS EPIC CIAM',,,,
9828.0,'Lynette Montoya',F,22/06/1986,34.0,30/01/2014,77.0,129348.0,96214.0,33134.0,25.62,'Logistics Analyst.Lead.','Networks - APJ Infrastructure',,,,
15306.0,'Sammie Porter',M,15/05/1983,37.0,9/11/15,56.0,330566.0,185324.0,145242.0,43.94,'Software Engineer.Principal Lead.','Media Analytics',,,,
8113.0,'Zackary Mcpherson',M,27/09/1973,46.0,11/2/13,89.0,456160.0,225164.0,230996.0,50.64,'Director..Account Management','APJ - AMG',,,,
7445.0,'Rupert Wolf',M,4/12/87,32.0,9/8/12,95.0,188788.0,124462.0,64326.0,34.07,'Software Engineer.Senior.','Media Portal',,,,
17769.0,'Phoebe Vang',F,18/08/1978,41.0,10/4/17,39.0,221908.0,168868.0,53040.0,23.9,Manager..Training,'Engineering Learning',,,,
21493.0,'Sergio Wilcox',M,25/06/1986,34.0,11/2/19,17.0,283287.0,171504.0,111783.0,39.46,'Software Engineer.Senior II.','Enterprise Networks',,,,
21565.0,'Imelda Mathis',F,23/07/1973,46.0,11/3/19,16.0,298103.0,212951.0,85152.0,28.56,'Manager.Senior.Learning Solutions','Learning  Development',,,,
14300.0,'Summer Nielsen',F,15/08/1982,37.0,25/05/2015,61.0,189612.0,72857.0,116755.0,61.58,'Human Resources Business Partner II..','International - Business Partners',,,,
16074.0,'Vern Cruz',M,11/12/88,31.0,23/05/2016,49.0,100576.0,80567.0,20009.0,19.89,'Software Development Engineer in Test II..','Media Experience SQA',,,,
20525.0,'Benito Mckinney',M,8/9/89,30.0,12/7/18,24.0,246040.0,147031.0,99009.0,40.24,'Software Engineer.Senior.','Enterprise Access Engineering',,,,
12371.0,'Hayden Ballard',M,28/03/1986,34.0,16/04/2015,62.0,237740.0,139042.0,98698.0,41.52,'Software Engineer.Senior II Lead.','Corporate Systems',,,,
9293.0,'Hubert Banks',M,7/8/80,39.0,28/10/2013,80.0,348884.0,255312.0,93572.0,26.82,'Manager.Senior.Digital Properties','Marketing - Website Management',,,,
18469.0,'Clyde Heath',M,2/3/89,31.0,29/06/2017,36.0,183431.0,143985.0,39446.0,21.5,'Software Engineer.Senior.','LUNA/OPEN Engineering',,,,
8635.0,'Damian Bolton',M,19/02/1986,34.0,27/05/2013,85.0,237598.0,142875.0,94723.0,39.87,'Software Engineer.Senior II Lead.','Enterprise Applications',,,,
19661.0,'Claire Hayes',F,9/5/89,31.0,21/12/2017,30.0,15294.0,12264.0,3030.0,19.81,'Software Engineer.Senior.','Media Services Engineering',,,,
6406.0,'Denis Whitney',M,21/07/1982,37.0,5/9/11,106.0,91837.0,81664.0,10173.0,11.08,'Revenue Accountant..','Finance - Accounting',,,,
3357.0,'Christopher Mccullough',M,24/06/1982,38.0,16/10/2006,164.0,280266.0,65184.0,215082.0,76.74,'Manager..Platform Operations','Platform Operations',,,,
15490.0,'Wade Phelps',M,17/03/1985,35.0,4/1/16,54.0,380720.0,207185.0,173535.0,45.58,Manager..Engineering,'Media Ghost',,,,
5433.0,'Gino Orr',M,21/06/1977,43.0,31/05/2010,121.0,492954.0,309398.0,183556.0,37.24,'Director..Customer Financial Operations','Finance - Customer Revenue Operations GA',,,,
15977.0,'Carmine Evans',M,1/1/88,32.0,1/10/17,33.0,229266.0,174004.0,55262.0,24.1,'Technical Project Manager.Senior.','Mobile Product',,,,
15329.0,'Mose Estes',M,20/10/1983,36.0,16/11/2015,55.0,243805.0,176571.0,67234.0,27.58,'Relationship Manager.Senior.','Media AMER Sales ECG',,,,
11934.0,'Nathaniel Ellis',M,24/04/1987,33.0,29/01/2015,65.0,286098.0,165742.0,120356.0,42.07,'Software Engineer.Senior II Lead.','Media Portal',,,,
18915.0,'Elinor Salazar',F,8/10/84,35.0,18/02/2019,16.0,360603.0,252664.0,107939.0,29.93,'Manager..Program Management Technical','PlatEng Management',,,,
6991.0,'Ollie Owen',F,4/5/83,37.0,12/4/12,99.0,120674.0,106363.0,14311.0,11.86,'Client Service Manager.Senior.','EMEA - AMG',,,,
5835.0,'Derrick Navarro',M,9/12/78,41.0,2/3/15,64.0,422922.0,227394.0,195528.0,46.23,'Practice Manager.Senior.','APJ Security Services - SOCC',,,,
6048.0,'Orlando Wallace',M,17/03/1980,40.0,7/3/11,112.0,162978.0,129296.0,33682.0,20.67,'Manager..Contract Management','Finance - Customer Revenue Operations GA',,,,
15298.0,'Valentine Kramer',M,25/08/1985,34.0,9/11/15,56.0,222380.0,168702.0,53678.0,24.14,'Systems Support Engineer.Senior II.','IT DevOps',,,,
14630.0,'Cameron Durham',M,28/02/1984,36.0,13/07/2015,60.0,173960.0,112098.0,61862.0,35.56,'Business Operations Analyst.Senior.','Media Division Sales Ops',,,,
14924.0,'Kay Peterson',F,2/12/86,33.0,10/9/15,58.0,160893.0,108051.0,52842.0,32.84,'Product Operations Analyst.Senior.','IT Product Management  Ops',,,,
3796.0,'Ricky Keith',M,20/01/1985,35.0,2/5/07,158.0,314797.0,185621.0,129176.0,41.03,'Practice Manager..','GSS Service Delivery Mgmt',,,,
17417.0,'Chris Baird',M,25/01/1979,41.0,2/3/17,40.0,209262.0,155920.0,53342.0,25.49,'Recruiter.Senior Lead.','Talent Acquisition',,,,
7856.0,'Lydia Byrd',F,24/10/1984,35.0,22/11/2012,91.0,159805.0,126020.0,33785.0,21.14,'Lead..Account Management','Americas- AMG',,,,
17663.0,'Casandra Tapia',F,3/6/71,49.0,23/03/2017,39.0,181728.0,141377.0,40351.0,22.2,'Documentation and Training Specialist.Senior.','Engineering Learning',,,,
17429.0,'Louisa Mosley',F,6/7/84,36.0,6/3/17,40.0,263207.0,191013.0,72194.0,27.43,'Solutions Architect.Senior Lead.','Service Delivery EMEA',,,,
18105.0,'Lawanda Shelton',F,3/8/80,39.0,18/05/2017,37.0,101757.0,73246.0,28511.0,28.02,'Client Service Manager..','APJ - AMG',,,,
